"","Doxorubicin_IC_50","Etoposide_IC_50","Gemcitabine_IC_50","Mitomycin.C_IC_50","Vinorelbine_IC_50","NSC.87877_IC_50","Bicalutamide_IC_50","QS11_IC_50","Midostaurin_IC_50","CHIR.99021_IC_50","AP.24534_IC_50","AZD6482_IC_50","JNK.9L_IC_50","PF.562271_IC_50","DMOG_IC_50","FTI.277_IC_50","OSU.03012_IC_50","Shikonin_IC_50","AKT.inhibitor.VIII_IC_50","Embelin_IC_50","FH535_IC_50","PAC.1_IC_50","IPA.3_IC_50","GSK.650394_IC_50","BAY.61.3606_IC_50","Thapsigargin_IC_50","Obatoclax.Mesylate_IC_50","BMS.754807_IC_50","OSI.906_IC_50","Bexarotene_IC_50","Bleomycin_IC_50","LFM.A13_IC_50","AUY922_IC_50","Bryostatin.1_IC_50","Pazopanib_IC_50","LAQ824_IC_50","Epothilone.B_IC_50","GSK.1904529A_IC_50","Tipifarnib_IC_50","AS601245_IC_50","AICAR_IC_50","Camptothecin_IC_50","Vinblastine_IC_50","Cisplatin_IC_50","Cytarabine_IC_50","Docetaxel_IC_50","Methotrexate_IC_50","ATRA_IC_50","Gefitinib_IC_50","ABT.263_IC_50","Vorinostat_IC_50","RDEA119_IC_50","Temsirolimus_IC_50","AZD.2281_IC_50","ABT.888_IC_50","Bosutinib_IC_50","Lenalidomide_IC_50","Axitinib_IC_50","AZD7762_IC_50","GW.441756_IC_50","CEP.701_IC_50","X17.AAG_IC_50","VX.702_IC_50","AMG.706_IC_50","KU.55933_IC_50","Elesclomol_IC_50","BIBW2992_IC_50","GDC.0449_IC_50","PLX4720_IC_50","BX.795_IC_50","NU.7441_IC_50","BIRB.0796_IC_50","JNK.Inhibitor.VIII_IC_50","Nutlin.3a_IC_50","PD.173074_IC_50","RO.3306_IC_50","NVP.BEZ235_IC_50","GDC0941_IC_50","AZD8055_IC_50","PD.0325901_IC_50","CCT007093_IC_50","EHT.1864_IC_50","BMS.708163_IC_50","PF.4708671_IC_50","JNJ.26854165_IC_50","TW.37_IC_50","AG.014699_IC_50"
"ARH-77",-2.207392,0.783494,-9.551873,-1.413411,-4.030623,8.113206,4.842248,3.773865,1.146149,5.821032,0.206396,2.108591,-0.554502,4.082453,5.558856,4.161397,2.331289,-0.135258,4.172938,2.794335,5.63115,1.07277,5.989658,3.86922,1.117023,-2.589561,-2.207309,2.829128,5.547718,5.483726,-2.258334,6.609994,-2.919765,-0.020545,3.99959,-3.906137,-5.094562,5.353743,7.384362,4.286993,8.350189,-4.593937,-2.893775,4.65425,1.9405,-0.071745,-1.927952,4.781422,2.418064,3.648862,2.534439,5.112973,2.943745,4.663213,5.018187,4.728205,4.66721,4.186416,-1.405044,5.3712,-0.325414,3.082277,3.902352,3.746224,4.856144,1.104987,3.608649,6.1016,5.686421,5.822632,4.483996,7.146769,6.761811,5.388876,3.894733,5.20804,0.531073,5.781421,0.863805,3.085867,5.983567,3.611605,6.354239,3.372782,5.782755,-0.308383,5.315715
"ATN-1",-2.058063,-1.590338,-7.122336,-4.051843,-6.243319,6.687284,4.211859,5.436859,2.1579,4.769226,3.6069,4.618501,-0.682998,1.412881,6.39828,4.865301,6.43034,-0.163539,4.852951,4.01537,4.18004,3.74448,4.251789,3.31072,2.984633,-3.440922,-1.792419,0.136644,2.685304,1.206461,2.940231,7.254477,-0.161164,-1.795376,5.549089,-3.217123,-5.664977,4.734694,0.931464,6.1121,6.556348,-6.373937,-7.772426,3.693115,-1.941457,-6.467036,-4.686499,-7.058741,3.31299,-4.32646,-1.254758,5.494758,-2.383921,4.692739,4.273064,-0.173931,3.0184,-0.309287,-2.479481,-0.474848,-3.479272,2.235607,2.178998,4.825443,2.728049,-4.850723,3.057007,4.786077,3.141615,-0.722027,1.824242,5.881175,7.067094,4.241601,4.403594,3.073015,-3.736624,-1.646215,-1.473495,2.985316,5.160982,6.797332,5.094453,4.6659,5.254276,-1.022371,6.267879
"AsPC-1",-0.156346,5.712479,0.917496,1.06421,0.307762,7.351979,4.310404,7.230978,2.28842,5.028897,1.985961,5.174619,1.333804,4.183541,8.27506,3.163043,5.517816,-0.479863,3.873506,4.019295,3.104356,3.559241,7.324347,6.778964,6.07047,0.129183,2.013311,2.937244,3.700271,6.681206,4.412832,5.842659,0.931885,-2.10623,4.722264,-2.912874,-1.940204,3.882488,4.282126,5.761377,7.1909,-1.781589,-4.326974,3.042285,0.33086,-4.778949,-1.32342,6.90475,3.476938,2.988996,0.997576,0.069033,0.141598,5.907546,5.550042,2.678556,5.411976,3.401902,-0.410059,4.403596,0.483177,-1.882262,5.185186,3.998338,4.467805,-3.278028,2.977931,3.649751,4.472963,3.964946,3.427688,6.058857,6.246006,3.587752,4.972774,4.386936,-3.500004,1.908812,-0.303881,-3.094898,4.837076,4.56054,4.108474,4.83584,3.590748,-0.026897,3.454702
"BB30-HNC",-3.511596,-2.746123,-8.372261,-3.486395,-7.827058,6.409776,4.525634,1.365796,-1.128031,4.898705,-0.078295,1.588069,-2.100675,2.07261,4.997714,1.450604,0.757154,-1.412672,1.052391,1.621472,0.95938,3.861716,6.782143,0.846575,1.034975,-6.92372,-4.758594,-0.409762,2.780348,2.467797,-4.114371,6.277281,-4.654282,-2.205944,3.15866,-3.206723,-8.513443,3.272464,-0.535748,4.125657,6.319675,-5.864063,-5.612406,1.716993,-1.555643,-7.110788,-0.456659,5.157381,-1.377785,-1.077889,0.805387,-0.510459,-2.632759,2.503532,3.537052,-1.011832,3.727743,1.45097,-1.731642,4.839864,-0.968492,-3.159443,5.421056,5.416791,2.766622,-5.080863,-2.298594,5.687802,3.549408,1.582206,2.391013,6.92676,5.744896,2.761201,3.387339,1.051295,-3.597223,-0.644816,-0.314089,-3.753877,5.915389,4.865347,3.413642,4.912113,1.62377,-1.821737,3.885655
"BB49-HNC",2.003897,3.621266,3.863271,-1.042634,-1.561979,7.491193,2.941975,6.617438,1.7543,4.99318,3.718872,4.016498,4.138118,3.437594,6.414873,4.726734,6.763997,3.652855,3.384633,4.323517,4.483407,4.775973,3.605425,3.8065,1.194055,2.610246,0.292747,-0.739538,1.423621,6.432247,3.65742,5.490771,-4.53141,-2.928131,5.381383,-1.288342,-1.917843,1.93464,1.768133,0.328031,8.958495,-2.117954,-4.377548,3.875242,1.871077,-5.944186,2.321055,6.811195,2.991727,4.259904,2.517339,1.803278,-0.729641,5.956609,6.589355,5.088027,6.319509,3.997366,0.338118,5.381431,0.496918,-3.159846,5.505364,5.19911,4.181919,-2.074802,3.766664,7.046021,4.90825,1.945919,2.384958,7.034855,6.821942,4.117277,4.219246,6.310712,-1.749777,0.634944,0.560573,-0.451329,6.26256,6.014505,2.668186,5.864162,2.082938,-0.63764,5.552247
"BB65-RCC",-1.901751,-0.02136,-9.879909,-1.933031,-2.783279,6.233734,4.454302,2.059296,0.388225,1.876706,3.13699,2.698516,-0.079411,3.982727,7.772892,3.591086,4.8762,-0.363202,3.201611,2.430105,1.850863,3.616926,3.679444,4.026893,1.635398,-5.282479,-1.740377,0.264055,2.492509,2.891841,3.064616,4.562541,-4.419222,-2.361524,2.305559,-3.344001,-7.368875,4.180024,0.970149,1.903208,7.086585,-6.290697,-3.877503,1.038374,-2.205553,-5.556634,1.958114,6.065496,1.032162,1.397233,1.109598,1.296489,-4.961272,5.981831,4.359754,0.64106,5.252723,3.041112,-1.305759,4.374508,-3.77133,-2.248699,3.440043,2.943293,5.434797,-3.72296,-1.061532,6.156368,2.542932,2.120657,3.16911,5.963611,3.587754,6.178993,4.651938,4.413803,-4.364453,2.926866,-1.17748,-0.810448,5.948197,5.181316,5.534031,6.411504,1.894,-2.005864,4.116561
"BC-1",-2.444569,-0.60637,-3.388099,-2.421212,-4.667964,7.60357,4.976575,2.372967,-0.569904,5.397251,2.281351,3.844728,-0.71116,0.480349,4.456003,3.057285,0.981147,0.986338,2.077452,1.614457,1.280774,0.093935,5.179423,0.922875,0.065793,-3.765145,-2.809791,-0.531961,4.311342,6.250393,1.365611,5.689235,-3.39127,0.889597,2.681281,-3.41342,-6.21799,2.026864,-2.040498,1.68244,8.67684,-3.906978,-3.455393,4.389975,4.563764,-0.483532,-1.862526,3.996142,2.457851,3.253868,0.137835,6.331366,-0.093816,4.724361,5.653758,5.205554,5.238168,4.474157,0.829274,4.618779,0.320413,-0.777776,5.068375,5.259534,3.986525,-2.324102,3.90052,6.13984,5.751119,2.467183,4.287859,6.531224,5.640613,2.50419,4.720435,5.886978,-1.744196,4.638126,-0.341213,3.668644,6.180285,2.887737,6.496712,2.502656,5.180364,-0.600795,5.30186
"BCPAP",-2.946938,-0.305238,-6.534521,-1.428774,-5.816387,7.27933,4.176617,3.012227,-1.20802,0.512212,-1.021636,2.728222,-0.07005,0.012799,5.340332,3.091766,3.009985,-0.080574,5.260699,2.616859,0.717737,2.608804,6.455572,2.56836,1.154609,-7.710798,-2.831654,-0.130832,3.460657,2.685181,0.361261,4.636191,-3.632096,-2.286481,3.479806,-3.666912,-7.45029,4.010828,0.275407,1.493236,6.5976,-5.795732,-6.06174,5.43045,-0.690789,-6.755188,-3.144199,6.312272,1.125888,1.533595,-0.690314,0.779549,-2.838184,4.027727,3.937073,4.610543,3.779444,4.168114,0.634861,4.185589,-0.030871,-1.667504,4.733966,3.556689,5.744802,-6.611723,3.300899,4.777045,1.976528,0.802712,3.118437,4.831092,5.238899,5.184551,5.272766,5.280262,-3.981793,4.314617,-0.531181,-2.000666,2.600663,4.673491,4.768405,4.744766,4.235727,-1.42029,3.356811
"BE-13",-2.975601,-0.685811,-5.257188,-8.695881,-4.392505,7.05267,4.974106,2.902453,1.472535,3.724422,-5.954919,7.228097,0.092593,4.551204,5.192815,4.428036,2.020294,0.17834,2.492732,3.132899,2.018861,2.662385,5.254733,5.499801,0.993888,-4.913036,-2.050615,3.827318,3.789563,3.248828,-0.9195,6.900222,-1.300167,-1.088473,6.79058,-2.668525,-4.920432,3.843254,1.59643,3.161658,4.868655,-4.762075,-8.448053,4.059025,-0.551523,-5.317859,-2.317983,0.04516,-0.62803,-3.611866,-2.06202,3.701146,-7.328694,1.222781,2.144166,-1.260711,2.099253,-1.08974,-1.397892,4.613277,-1.844539,3.558314,0.197808,4.930051,2.667572,-2.882255,0.552256,2.152784,2.490641,-0.654746,2.735056,7.025246,6.333726,3.288892,1.214606,4.549125,-4.414461,1.486523,-0.939502,3.009285,4.759471,4.043919,5.222519,3.568416,2.497795,-0.573821,4.699059
"BEN",0.213027,4.419019,-1.435845,-0.067042,-2.8454,5.499175,4.827858,5.555714,1.167767,5.622069,2.70649,5.706806,-0.536641,4.128187,3.606006,3.060607,1.822332,-0.206138,3.219667,3.672425,0.822852,5.187463,7.020783,3.636561,5.146864,-4.275798,0.068936,0.695987,4.623124,2.852797,3.829578,6.223262,-2.153583,-1.73772,3.011251,-2.819889,-3.883699,3.16964,1.68586,4.903989,8.060744,-2.234197,-2.510492,2.321268,1.695207,-2.125426,2.27255,5.301407,2.804297,-1.428459,2.284583,5.408563,-3.457746,5.770461,3.330655,2.463022,5.601458,4.68567,1.509312,4.428625,1.530821,2.472411,4.953567,3.851358,4.001863,-2.150785,3.326893,6.590982,5.900678,1.771789,4.590948,2.574625,3.396686,2.807222,4.318915,4.192547,-3.453684,4.601832,-1.546802,1.205197,6.046889,2.58783,6.460032,2.383565,3.114632,-1.338766,3.609909
"BFTC-905",-4.123691,-0.852812,-12.17652,-2.378543,-5.620761,6.883661,2.861383,1.612566,-1.368159,4.431022,1.065369,2.716301,-1.957587,1.723518,6.362616,4.594321,0.577251,-1.260147,2.168215,1.61533,1.293541,2.441076,1.638547,-0.24264,0.830335,-7.319516,-2.537217,-3.051973,-0.760183,4.834637,0.841084,5.821609,-4.66932,-0.90322,4.718072,-3.618651,-9.904733,3.321293,0.631347,1.213448,7.663257,-8.875501,-5.579865,0.946035,-2.222718,-8.045209,2.199007,6.129635,1.733209,3.990219,1.049152,-0.330239,-0.243079,5.764334,6.220549,2.861242,5.549631,3.51195,-0.015392,3.011583,-1.386231,-1.154515,5.119402,2.709213,3.242372,-3.889077,3.376582,4.541323,4.497048,0.077898,0.773285,2.314842,4.39374,5.990027,5.390348,3.147988,-2.802599,0.126187,-0.476001,-2.046666,6.651513,3.828853,3.727633,4.048123,1.727817,-0.345059,3.513052
"BFTC-909",-2.133019,0.149699,-1.926876,-2.461918,-4.530457,7.659401,5.065491,4.270462,-1.168934,5.493547,2.559142,1.7538,-0.177012,4.679134,5.529835,4.096654,1.38043,1.288634,3.107078,4.220505,1.283299,5.897274,7.588778,2.682634,3.316988,-6.940162,-0.791892,1.059129,4.011124,2.358119,-4.280837,6.102666,-3.46564,-1.538233,4.0756,-3.148541,-6.465027,4.558625,2.124945,2.186242,8.556995,-4.972678,-4.888575,2.701555,-1.029001,-5.890962,2.220142,4.174193,2.217351,4.64323,1.946826,5.217235,-1.309111,4.964949,4.66654,3.232979,5.70193,5.121691,-0.530473,3.750092,-1.390499,-2.529662,4.407037,4.681859,4.163929,-2.756687,2.204751,5.865566,5.404201,1.537213,2.674526,6.149096,4.724222,5.844918,4.212703,2.573128,-5.596909,0.359806,0.258001,2.668358,6.12748,2.978369,4.588211,5.217404,2.899518,-1.355133,3.57295
"BHT-101",-0.926551,1.133774,-1.558805,0.554054,-0.667256,6.913635,4.440723,6.499381,0.786882,4.943129,0.210989,2.632331,-0.405592,1.149934,8.488334,3.482792,3.773086,0.223326,1.388054,2.996446,3.062649,3.914304,4.876562,4.30025,5.007417,-2.429287,-6.846761,1.795337,2.984518,5.314942,1.993413,5.414316,-2.834379,-1.143515,5.794406,-3.090724,-6.489832,3.175543,1.126898,3.892122,7.785506,-6.30765,-3.462126,1.761811,-3.175887,-4.432057,3.282575,7.117763,2.787717,2.371896,-1.409836,-2.247916,-1.623684,3.178088,5.025385,-0.763775,4.533674,3.378304,0.137268,1.025224,-0.767799,2.627166,5.153645,3.48746,3.355404,-5.593988,2.656125,2.431855,-0.346693,0.456649,1.280892,5.041692,4.175108,2.989234,2.437607,3.093899,-3.50493,-0.607086,-0.896812,-5.005051,6.530807,3.278327,3.612496,-0.198153,2.869562,-3.824524,1.860154
"BHY",-3.544556,0.426374,-6.775664,-2.586597,-4.610578,7.562743,4.120285,1.635413,0.854039,5.778194,2.590689,1.791816,-0.673009,0.504786,6.141775,2.078015,0.495396,-0.572775,2.897708,1.797188,1.503807,3.537879,3.198104,1.593099,1.034703,-6.093163,-7.417473,0.317824,2.581131,3.338632,0.602934,5.422042,-3.956961,-1.404251,5.214081,-3.545716,-8.540707,4.138418,0.044774,2.160143,6.003714,-5.23813,-4.178028,3.897088,-0.108011,-5.907841,1.744983,6.364711,-0.024824,2.937519,1.417055,1.189391,-1.008395,5.717443,5.478953,0.206132,5.604434,4.231791,-0.373907,4.343653,-0.136405,-1.440056,4.530092,5.296204,4.570137,-2.234335,-1.249846,6.399205,5.110135,2.038877,3.494975,5.829066,3.609958,6.027193,5.07277,3.871181,-3.153037,1.180411,-0.119527,-1.213583,6.657429,4.595539,5.079845,4.376964,4.638949,-0.354318,5.308263
"BL-41",-2.101969,0.732839,-4.242645,-1.221133,-5.243809,6.55327,5.402077,1.305015,-0.077544,1.760039,-0.456459,2.145774,-1.180257,2.46107,4.004737,4.055787,0.160492,-0.726911,3.023969,1.704107,3.610297,0.371838,1.130899,2.841649,0.332055,-8.864783,-2.777604,5.085964,5.255666,5.399825,2.653063,6.865078,-2.883205,-2.733608,3.390887,-4.086879,-6.605469,3.547271,1.019983,2.0328,5.92543,-6.570506,-6.856197,4.446714,-1.161282,-5.0882,-4.721905,6.68183,3.075835,5.00578,-0.377212,6.579665,-4.509874,6.513494,6.622063,0.527806,6.134997,3.246067,-2.667492,5.674679,-2.08743,0.659834,5.094282,4.922139,2.775735,-5.299218,3.600918,4.440169,5.901379,-0.007196,3.551365,6.019251,6.808091,7.129299,5.244218,5.597682,-3.754765,0.288002,-0.593789,3.395576,6.448545,5.71862,5.390468,5.90048,3.46078,-1.895803,6.339832
"BPH-1",-3.8111,-0.058884,-3.897987,-3.509857,-6.266213,6.882959,4.625709,7.160247,2.33966,3.077473,2.180509,1.589303,0.679803,0.252823,5.619767,1.843943,2.977847,0.231104,5.251494,4.614188,2.501689,3.972442,7.567179,4.809153,0.688599,-7.419287,-0.573701,1.340225,3.659267,6.29286,-2.828753,6.369918,-4.575722,-5.111481,2.585459,-4.083833,-7.560687,3.96912,0.808659,2.78515,7.762455,-5.92065,-5.379654,2.779461,-0.318526,-6.902923,1.921282,1.609084,-0.945116,2.899687,0.896554,-2.004064,-3.631664,4.610079,4.76411,-0.448865,5.917805,3.816758,0.092922,4.758469,-0.940367,-2.009152,4.707726,2.914633,4.540454,-3.493892,-2.860441,6.617907,5.988524,1.142702,2.371599,5.030945,4.925102,5.260312,4.414633,1.090094,-5.34839,-1.158366,-0.123357,-5.533994,5.310624,4.139044,3.375767,4.012578,1.917329,-1.252421,2.098273
"BT-20",0.554275,1.521569,-1.705152,-1.164842,-4.393411,6.761112,4.602737,6.963469,1.29891,5.351791,3.369316,-0.523875,-0.707414,2.703936,6.852849,3.534526,6.247482,0.940516,1.975145,2.67235,2.140731,5.339229,8.383065,6.178021,5.953894,-0.641943,1.501858,2.131612,5.218702,5.800743,1.017764,6.269555,-1.167999,-0.728057,4.359472,-0.943467,-5.279113,3.273389,3.21007,4.80141,7.241325,-3.650125,-3.278498,5.363163,5.394971,-5.368709,0.300242,5.726866,0.818651,2.111488,1.567425,3.049676,0.000732,5.858455,5.249113,3.345281,4.713303,4.06446,0.544689,5.246417,0.502745,0.106194,3.700127,5.594737,6.8004,-3.34651,1.307778,5.826793,5.306652,4.951953,5.005972,7.216257,6.102061,6.59564,5.605333,5.145491,-2.189164,0.524149,0.202484,0.284109,5.16297,4.427459,5.249651,4.333582,4.412454,-0.421734,4.607558
"BV-173",0.13192,1.62004,0.265541,0.936347,-3.492904,6.439653,4.674482,6.08017,1.69543,4.052032,5.026914,6.125395,-0.30587,3.578684,5.456293,3.750062,3.455172,-0.830228,3.348948,3.099301,1.627815,2.409746,3.649741,2.196668,2.10071,-4.515371,-0.358655,2.233529,3.140355,2.966103,4.551614,7.59911,0.282003,-2.140411,5.308548,-3.419045,-4.041801,5.357067,1.088355,3.946156,5.345462,-7.063095,-7.957155,1.909774,-4.302316,-6.511925,-4.626622,-0.061863,1.815121,-4.51492,-1.778172,0.430832,-4.04407,0.371835,3.46108,-1.816935,3.354772,-2.062801,-2.625129,3.047118,-3.37046,-0.898207,2.094325,4.079695,1.974719,-4.014552,2.174127,2.259501,1.67792,-0.592003,1.046674,4.922042,5.688984,0.187448,1.197619,3.329455,-3.864599,1.334396,-1.981617,-1.404925,5.737765,2.76556,6.003766,3.49001,0.983465,-1.669587,1.756735
"Becker",-0.650407,2.469425,-1.320362,-0.148125,-5.222953,7.518077,4.365755,6.250352,0.991307,3.00458,1.368254,0.309795,0.061062,2.765853,5.614804,4.286965,4.596983,0.458829,2.416187,2.757134,2.80552,5.331711,7.914101,5.375768,4.332878,-2.003251,0.496163,0.624136,4.941147,3.720074,3.293065,6.097106,-4.190335,-1.095901,3.666723,-2.423931,-5.857928,4.033301,1.856895,1.468764,10.427823,-3.757635,-6.788777,2.87783,0.092258,-6.078479,2.548863,6.293817,2.988439,4.016911,1.321788,1.945524,-2.527152,5.23448,6.201621,3.264134,4.292497,2.242776,-0.418476,5.047147,-0.323247,-3.247954,4.991532,5.034171,4.94323,-3.804406,3.031106,5.300455,6.964105,1.102312,2.569402,5.260657,7.050079,5.40175,4.955607,5.404347,-3.375253,1.153125,0.419943,0.589936,4.513269,4.479331,5.992923,4.318961,2.063663,-1.418357,3.016475
"BxPC-3",-1.55608,2.825008,-3.299352,-0.255173,-5.546603,7.064229,4.220212,4.036883,-0.705909,1.548394,-1.050149,1.238268,-1.04649,0.856271,6.460016,2.93621,1.849942,-1.097865,0.799496,1.858602,1.922593,0.738242,5.907811,3.365675,1.052538,-5.031413,-2.595884,0.325002,3.965383,6.25942,1.336517,3.75001,-3.137169,-2.90492,4.712319,-3.602275,-6.355789,3.578514,1.464712,0.619512,7.227644,-2.931309,-5.280987,2.109725,1.558068,-5.58324,1.483154,5.353789,2.395294,4.396507,2.431395,0.467573,-0.044979,6.208384,6.075913,4.137256,6.045552,4.30929,-1.35923,5.143133,0.00872,-2.001277,4.979902,2.925401,5.292251,-1.95666,3.219385,6.778026,5.510094,2.303705,4.609792,5.574589,6.842188,6.150287,4.911075,5.954209,-2.50766,1.805365,-0.118413,-0.93865,5.082798,6.139938,4.703631,6.988403,2.67145,0.908511,3.332152
"C2BBe1",-0.232882,4.260399,2.630951,0.934808,-2.28442,5.658935,5.026239,3.313706,2.618487,5.706084,2.966036,2.608317,-0.269122,2.240339,7.458345,4.695062,2.65963,-0.280184,2.615051,2.29236,2.248454,4.407951,3.617796,4.112105,2.090181,-7.642235,0.002822,-0.594242,1.07849,4.238919,3.992435,6.840395,-2.998417,-0.177743,6.712481,-2.576813,-5.015103,4.911003,3.746776,5.645262,6.391906,-6.016461,-4.081549,4.574444,-1.796005,-6.077554,-0.003844,5.612609,1.293102,1.556055,-0.750364,-0.58218,-0.532952,4.782511,5.770022,0.709865,5.286495,3.711513,-0.372105,4.25313,-1.019519,-1.505513,4.313577,3.861885,5.979392,-2.276195,2.692189,3.04955,5.286318,2.38335,4.957702,5.09866,6.521415,1.153814,4.188468,6.183244,-2.589928,3.684318,0.157482,-3.556459,6.116311,2.568092,6.348384,4.030044,2.866896,-1.32334,6.384226
"C32",3.492622,7.120104,2.132896,0.424183,0.111757,6.199626,4.645652,7.251951,3.084819,3.335149,2.831546,6.020672,3.050266,5.553509,10.747072,4.476023,7.789346,0.985031,4.923433,1.038797,-4.99947,5.433433,5.412052,7.783046,6.190756,-1.172927,-0.793422,3.627568,5.116044,4.86624,6.155869,6.332626,-0.556638,-0.869227,6.399268,1.461622,0.648459,4.641865,6.24535,6.302607,8.963128,-4.216042,-3.402308,1.712039,-2.769383,-4.679787,1.18639,4.991402,2.260602,1.556776,3.170917,-2.499392,-1.675659,5.607532,4.181949,4.005195,4.154424,1.272387,-1.985639,0.909983,-0.798653,-5.420084,5.398652,1.987222,5.955832,-3.543717,2.875351,6.45852,-1.322887,2.643822,4.129629,5.472401,3.910742,1.72017,5.133954,5.450658,-1.07039,1.746786,0.277243,-5.1423,6.876395,5.431087,4.89117,5.489105,2.144039,0.70109,5.087199
"C3A",-0.877586,2.070717,-4.728623,-1.638285,-1.562597,4.274197,4.34701,4.435054,0.368376,5.37331,2.333875,4.072724,-0.56857,2.170836,5.071947,3.955199,1.739146,-0.419985,1.486573,2.732695,0.806446,4.252632,3.411575,3.426694,1.875709,-3.4951,-0.984069,2.290218,5.017801,4.510174,-1.215913,6.748874,-3.698906,-3.781741,2.211499,-3.381735,-5.679498,4.10301,1.534971,1.032283,9.312378,-2.866916,-1.102204,6.009408,1.655217,-3.270792,1.094713,7.021886,2.531991,5.42453,1.994047,2.741716,1.950487,6.578534,6.415791,4.918894,6.372452,5.060104,2.510999,5.386995,0.912475,-0.788836,5.522849,4.105332,6.096112,1.532767,3.410905,7.137633,6.740253,6.20546,5.445523,5.272049,7.328487,4.990577,5.481413,5.70414,2.290911,6.068422,1.874881,0.016405,5.257035,2.232801,5.20121,2.933425,2.910099,0.599173,5.25935
"CA46",-1.988635,4.174961,-1.226269,0.01961,-3.80913,7.474622,4.987387,3.976976,-0.463864,6.223383,-1.743576,1.769068,-1.098483,1.425766,4.564273,3.825877,2.647292,-1.651041,2.996076,2.928568,1.968747,0.703137,1.297956,3.847157,0.079642,-5.814293,-2.727739,1.525152,2.65202,4.251,4.440883,8.175349,-2.913236,0.694864,2.594504,-4.881341,-4.644987,3.846306,0.872683,1.696425,7.902735,-1.088489,-2.794724,5.768414,3.845369,-2.620815,-1.566732,4.953355,2.690025,5.254071,-0.217939,5.820829,-0.143113,5.546178,5.698163,3.409015,5.671756,4.767248,0.399845,5.451056,1.072813,4.117428,4.401549,5.365082,5.179172,-0.303931,3.730597,6.257438,5.332769,3.189571,4.965058,7.069505,6.696663,6.125562,4.249973,6.1922,-1.95997,0.938915,-0.186882,3.090129,4.804651,5.245985,6.495814,3.985533,5.124704,2.110446,5.795011
"CAKI-1",-0.979556,1.895048,2.892625,-3.758544,0.240023,7.048244,4.061419,5.992888,-1.536879,3.410011,-1.529435,1.154492,-1.096641,2.08756,5.665435,2.613692,6.099526,-0.111899,4.082237,4.12589,2.577155,2.932463,7.959127,6.078188,1.808358,-2.483522,0.544022,0.134063,2.743071,3.483127,-0.477339,2.888967,-1.38288,-0.765347,2.114846,-2.190965,-4.054904,2.867887,3.980612,1.868339,7.98145,-5.229899,-3.704669,1.983865,-2.120212,-4.367547,-0.398261,3.098695,1.7934,4.78182,1.358544,2.256376,-2.677778,3.006766,4.690098,1.445908,6.061457,3.426548,-1.248962,4.959165,-1.096352,-1.135961,4.063549,4.386373,4.615973,-3.724698,0.577796,6.335755,4.537271,0.824428,2.215512,6.101992,4.60323,1.140055,2.548741,4.509143,-3.312361,2.639997,-0.292636,0.302499,5.705304,6.063193,4.160323,4.167783,1.260554,-1.530452,3.179325
"CAL-120",-0.251646,2.749359,-0.551853,1.78566,-3.133445,4.117105,4.325167,6.905387,-1.557769,5.048709,-0.741437,4.48958,0.348361,1.273545,6.69231,2.231516,4.864318,0.308108,4.210776,3.180132,1.795569,4.827548,7.785064,4.073464,3.80196,-3.121529,-1.216365,0.720721,4.093663,5.286885,1.715853,6.055749,-3.160314,-0.84377,3.712895,-2.555117,-4.592947,3.765165,3.155509,4.781339,6.382721,-2.288112,-4.784178,4.527307,0.884256,-5.589746,2.38314,6.281372,1.864331,0.152111,1.479312,1.917796,0.039604,5.665902,6.119797,3.479136,5.759362,4.650817,1.578961,5.337817,-1.090678,-0.627379,5.411878,3.987813,6.183231,-4.272164,2.717648,6.712139,4.134367,1.357513,4.786931,5.933568,6.436434,4.617863,2.832504,4.590692,-3.360567,3.321121,-0.150344,1.97045,6.787138,4.222461,6.382604,5.481906,2.960557,-0.735649,4.026852
"CAL-12T",-3.880238,2.410184,-6.827015,-0.710801,-3.874511,7.085391,4.403882,0.908211,-1.272947,5.592351,-0.302764,4.258077,0.74868,2.669558,3.279039,3.054099,-0.201233,0.643024,3.435695,2.275431,0.023998,5.354257,1.730133,0.997531,-0.701947,-8.963723,-4.308388,-0.988438,1.22587,1.376779,-1.352837,4.969525,-4.685854,-2.385122,3.056049,-3.283948,-8.339467,1.292191,-0.274381,0.262501,6.504492,-1.339216,-2.882937,6.43748,2.320853,-5.31494,2.131813,5.94649,0.702407,3.677011,1.418526,0.066979,-0.223338,4.736562,4.04823,0.877204,6.174238,2.364253,-0.837295,4.348433,-0.13909,-0.849091,4.474889,4.97021,2.61132,-2.764612,0.636286,5.565516,2.802521,1.566257,2.072356,5.879575,6.726503,4.363186,4.340979,3.662062,-3.254439,1.48481,-0.248094,0.069181,5.317423,3.906403,4.430304,4.508544,4.120193,0.114646,3.935728
